Sl_no,Type_of_course_Aggregate,Type_of_fine_Aggregate_,Max._Size_of_Coarse_Aggregate_(mm),Cement_O.P.C_(Kg/m3),W/C_Ratio,Water_Content_(Kg/m3),7_day_str
575,Crushed,Natural,20,350,0.53,185,34.3
576,Natural,Natural,20,350,0.5,175,30
577,Natural,Natural,20,350,0.47,165,31.2
578,Natural,Natural,20,320,0.52,165,32.6
579,Crushed,Natural,20,350,0.54,190,26.7
580,Natural,Natural,40,350,0.5,175,32.4
581,Natural,Natural,40,350,0.5,175,32.4
582,Natural,Natural,40,350,0.5,175,32.4
583,Crushed,Natural,20,350,0.54,190,31.6
584,Crushed,Natural,20,350,0.54,190,31.6
585,Natural,Natural,40,340,0.5,170,32.4
586,Natural,Natural,40,350,0.5,175,27.5
587,Natural,Natural,40,350,0.5,175,27.5
588,Crushed,Natural,20,400,0.46,185,37.4
589,Natural,Natural,20,350,0.49,170,29.5
590,Natural,Natural,20,340,0.49,165,30.3
591,Natural,Natural,20,350,0.46,160,32.4
592,Natural,Natural,20,335,0.5,165,24.7
593,Natural,Natural,20,335,0.5,165,24.7
594,Crushed,Natural,20,350,0.53,185,33.5
595,Crushed,Natural,20,350,0.53,185,34.6
596,Crushed,Natural,20,345,0.55,190,33.9
597,Crushed,Natural,20,350,0.51,180,31.8
598,Crushed,Natural,20,350,0.51,180,31.8
599,Crushed,Natural,20,350,0.52,180,36.9
600,Crushed,Natural,20,350,0.52,180,36.9
601,Crushed,Natural,20,350,0.48,185,33.2
602,Crushed,Natural,20,350,0.53,185,33.2
603,Natural,Natural,40,300,0.53,160,28.3
604,Natural,Natural,40,300,0.53,160,28.3
605,Natural,Natural,20,350,0.5,175,32.5
606,Crushed,Natural,20,350,0.51,180,35.5
607,Crushed,Natural,20,350,0.51,180,35.5
608,Crushed,Natural,20,350,0.51,180,28.6
609,Crushed,Natural,20,350,0.51,180,28.6
610,Natural,Natural,40,375,0.45,170,40.2
611,Natural,Natural,40,375,0.45,170,45.8
612,Natural,Natural,20,340,0.49,165,32.6
613,Natural,Natural,40,340,0.49,165,34.2
614,Natural,Natural,40,340,0.49,165,28.4
615,Natural,Natural,40,340,0.49,165,28.4
616,Natural,Natural,20,340,0.5,170,32
617,Natural,Natural,40,350,0.5,175,18.3
618,Natural,Natural,40,350,0.5,175,18.3
619,Crushed,Natural,20,335,0.52,185,34.1
620,Crushed,Natural,20,335,0.52,185,34.1
621,Crushed,Natural,20,335,0.52,185,34.1
622,Natural,Natural,20,350,0.5,175,32.9
623,Crushed,Natural,20,350,0.54,190,23.1
624,Crushed,Natural,20,350,0.54,190,23.1
625,Natural,Natural,20,325,0.52,170,34.8
626,Natural,Natural,20,325,0.51,165,27
627,Natural,Natural,40,325,0.49,160,30.8
628,Natural,Natural,40,325,0.49,160,26
629,Natural,Natural,40,325,0.49,160,26
630,Natural,Natural,40,320,0.5,160,27.6
631,Natural,Natural,40,320,0.5,160,27.6
632,Crushed,Natural,20,350,0.47,165,33.9
633,Crushed,Natural,20,350,0.47,165,27.8
634,Natural,Natural,20,350,0.5,175,29.8
635,Crushed,Natural,20,350,0.47,165,27.8
636,Natural,Natural,20,340,0.49,165,30.3
637,Natural,Natural,20,350,0.47,165,33.1
638,Natural,Natural,20,350,0.49,170,35.9
639,Natural,Natural,40,350,0.47,165,28.3
640,Natural,Natural,20,330,0.48,160,30.8
641,Natural,Natural,20,360,0.51,185,31.8
642,Natural,Natural,40,340,0.47,160,28
643,Natural,Natural,40,340,0.47,169,28
644,Natural,Natural,40,350,0.47,165,36.7
645,Natural,Natural,40,350,0.51,165,30
646,Natural,Natural,40,350,0.51,165,30
647,Natural,Natural,40,350,0.51,153,30.8
648,Natural,Natural,40,350,0.44,153,37
649,Natural,Natural,40,350,0.44,153,37
650,Natural,Natural,40,350,0.44,153,30.8
651,Natural,Natural,20,330,0.5,165,33.1
652,Natural,Natural,20,340,0.5,170,31.4
653,Crushed,Natural,20,350,0.53,185,28.9
654,Crushed,Natural,20,350,0.53,185,28.9
655,Natural,Natural,20,310,0.51,160,27.3
656,Natural,Natural,20,350,0.49,170,33.9
657,Natural,Natural,20,350,0.47,165,31.2
658,Natural,Natural,20,325,0.49,160,27.6
659,Natural,Natural,40,325,0.49,160,31.5
660,Natural,Natural,40,325,0.49,160,23
661,Natural,Natural,40,325,0.49,160,23
662,Natural,Natural,40,325,0.49,160,31.5
663,Crushed,Natural,20,350,0.53,185,29.4
664,Crushed,Natural,20,350,0.53,185,32.3
665,Natural,Natural,20,250,0.5,175,30
666,Natural,Natural,20,350,0.51,165,31.4
667,Natural,Natural,20,350,0.49,170,32.2
668,Natural,Natural,20,350,0.46,160,32.4
669,Natural,Natural,40,350,0.51,180,25
670,Natural,Natural,40,220,0.5,165,31.4
671,Crushed,Natural,20,300,0.62,185,19
672,Natural,Natural,40,330,0.5,165,31.4
673,Natural,Natural,40,350,0.5,175,21.9
674,Natural,Natural,40,350,0.5,175,21.9
675,Natural,Natural,40,350,0.47,165,31.1
676,Natural,Natural,40,350,0.49,170,34.8
677,Natural,Natural,40,350,0.49,170,34.8
678,Natural,Natural,20,350,0.48,165,27.8
679,Natural,Natural,20,365,0.48,175,31.1
680,Natural,Natural,20,340,0.49,190,32.6
681,Natural,Natural,40,325,0.5,160,37.3
682,Natural,Natural,40,325,0.5,160,37.3
683,Crushed,Natural,20,350,0.55,185,23.5
684,Crushed,Natural,20,350,0.55,185,23.5
685,Natural,Natural,20,350,0.49,170,27.7
686,Natural,Natural,20,350,0.5,175,32.9
687,Natural,Natural,40,350,0.47,165,28.7
688,Natural,Natural,40,350,0.47,165,26.5
689,Natural,Natural,40,350,0.47,165,26.5
690,Natural,Natural,40,350,0.47,165,28.7
691,Natural,Natural,20,350,0.46,160,25.9
692,Natural,Natural,20,350,0.49,170,29.5
693,Natural,Natural,40,325,0.52,107,27.6
694,Natural,Natural,40,325,0.52,170,27.6
695,Natural,Natural,40,330,0.48,160,32
696,Natural,Natural,40,330,0.48,160,32
697,Natural,Natural,40,325,0.5,160,18.7
698,Natural,Natural,40,325,0.5,160,38.7
699,Natural,Natural,20,320,0.52,165,32.7
700,Natural,Natural,20,320,0.52,165,0
701,Natural,Natural,20,350,0.5,175,32.5
702,Natural,Natural,20,340,0.5,170,32
703,Natural,Natural,40,350,0.47,165,32.1
704,Natural,Natural,40,350,0.47,165,32.1
705,Natural,Natural,20,335,0.52,175,21.3
706,Natural,Natural,20,340,0.5,170,26.3
707,Natural,Natural,20,340,0.5,170,28.1
708,Natural,Natural,20,335,0.52,175,21.5
709,Natural,Natural,20,335,0.51,171,27.7
710,Natural,Natural,40,310,0.5,155,33
711,Natural,Natural,40,350,0.5,175,28.6
712,Natural,Natural,40,350,0.5,175,28.6
713,Crushed,Natural,40,350,0.5,175,30.9
714,Crushed,Natural,40,350,0.5,175,30.9
715,Crushed,Natural,40,350,0.5,175,30.2
716,Crushed,Natural,40,350,0.5,175,30.2
717,Natural,Natural,20,400,0.41,165,30.2
718,Natural,Natural,20,325,0.52,170,34.8
719,Natural,Natural,40,350,0.46,160,31.5
720,Natural,Natural,40,350,0.46,160,31.5
721,Natural,Natural,20,340,0.49,165,25.4
722,Crushed,Natural,20,350,0.53,185,28.5
723,Natural,Natural,40,330,0.5,165,30.6
724,Natural,Natural,40,330,0.5,165,30.6
726,Natural,Natural,20,325,0.52,170,34.8
727,Natural,Natural,20,325,0.52,170,34.8
728,Natural,Natural,20,330,0.5,165,33.1
729,Natural,Natural,20,350,0.49,170,35.9
730,Natural,Natural,20,350,0.5,175,30
731,Natural,Natural,20,250,0.5,175,30
732,Crushed,Natural,20,350,0.57,200,19
733,Crushed,Natural,20,370,0.5,185,37.8
734,Crushed,Natural,20,400,0.46,185,37.4
735,Crushed,Natural,20,350,0.53,185,34.3
736,Crushed,Natural,20,350,0.53,185,34.3
737,Natural,Natural,20,340,0.5,170,31.4
738,Natural,Natural,20,340,0.5,170,31.4
739,Natural,Natural,20,350,0.51,180,17.9
740,Natural,Natural,20,350,0.51,180,20.8
741,Natural,Natural,20,350,0.51,180,20.8
742,Natural,Natural,20,350,0.51,170,21.2
743,Natural,Natural,20,350,0.51,180,20.7
744,Crushed,Natural,20,350,0.54,190,20.5
745,Natural,Natural,20,350,0.54,190,20.5
746,Natural,Natural,20,350,0.51,180,21.1
747,Crushed,Natural,20,350,0.53,185,21.9
748,Natural,Natural,20,380,0.5,190,25
749,Crushed,Natural,20,350,0.54,190,24.8
750,Crushed,Natural,20,375,0.51,190,24.9
751,Crushed,Natural,20,350,0.51,180,21.8
752,Natural,Natural,20,350,0.51,180,27.1
753,Natural,Natural,20,375,0.51,190,23.7
754,Natural,Natural,20,360,0.49,175,26.3
755,Crushed,Natural,20,350,0.54,190,24.1
756,Crushed,Natural,20,350,0.49,185,23.4
757,Crushed,Natural,20,350,0.54,190,28.4
758,Crushed,Natural,20,365,0.53,195,25.1
759,Natural,Natural,20,350,0.5,175,28.6
760,Crushed,Natural,20,360,0.53,190,28.2
761,Natural,Natural,20,350,0.53,185,26.3
762,Natural,Natural,20,350,0.51,180,25.1
763,Crushed,Crushed,20,380,0.55,210,29.4
764,Crushed,Natural,20,350,0.56,195,26.3
765,Natural,Natural,20,350,0.53,185,26.9
766,Natural,Natural,20,350,0.54,190,24.2
767,Crushed,Natural,20,350,0.54,190,25.9
768,Crushed,Natural,20,350,0.54,190,26.8
769,Crushed,Natural,20,350,0.6,210,27.8
770,Crushed,Natural,20,350,0.54,190,25.8
771,Crushed,Natural,20,350,0.53,185,28.9
772,Crushed,Natural,20,350,0.54,190,29
773,Crushed,Natural,20,350,0.56,195,27.6
774,Natural,Natural,20,350,0.51,180,30.4
775,Natural,Natural,20,350,0.5,175,26.8
776,Crushed,Natural,20,350,0.54,190,25.4
777,Crushed,Crushed,20,380,0.55,210,29.4
778,Crushed,Natural,20,365,0.53,210,26.5
779,Crushed,Natural,20,350,0.54,190,31.1
780,Crushed,Natural,20,350,0.6,210,28.3
781,Crushed,Natural,20,375,0.55,205,29.1
782,Crushed,Natural,20,350,0.54,190,27.1
783,Crushed,Natural,20,350,0.54,190,34.6
784,Crushed,Natural,20,370,0.55,205,33.5
785,Crushed,Natural,20,350,0.5,175,32.8
786,Crushed,Natural,20,350,0.5,175,32.7
787,Crushed,Natural,20,350,0.54,190,32.5
788,Crushed,Natural,20,350,0.5,175,32.7
789,Crushed,Natural,20,350,0.5,175,32.7
790,Crushed,Natural,20,380,0.5,190,31.5
791,Crushed,Natural,20,350,0.54,190,27.1
792,Crushed,Natural,20,350,0.53,185,28.9
793,Natural,Natural,20,350,0.51,170,21.2
794,Crushed,Natural,20,350,0.53,185,21.9
795,Natural,Natural,20,350,0.51,180,17.9
796,Crushed,Natural,20,350,0.51,180,21.8
797,Natural,Natural,20,350,0.51,180,20.7
798,Crushed,Natural,20,350,0.5,170,18.2
799,Crushed,Natural,20,350,0.54,170,18.2
800,Natural,Natural,20,350,0.51,180,20.8
801,Natural,Natural,20,350,0.51,180,12
802,Natural,Natural,20,350,0.51,180,21.1
803,Crushed,Natural,20,350,0.54,190,20.5
804,Crushed,Natural,20,350,0.54,190,32.4
805,Crushed,Natural,20,350,0.54,190,25.4
806,Crushed,Natural,20,350,0.54,190,24.1
807,Crushed,Natural,20,350,0.54,190,25.9
808,Natural,Natural,20,350,0.54,190,24.2
809,Crushed,Natural,20,350,0.54,190,26.8
810,Crushed,Natural,20,350,0.54,190,31.1
811,Crushed,Natural,20,350,0.54,190,29
812,Crushed,Natural,20,360,0.53,190,28.2
813,Crushed,Natural,20,350,0.53,184,29.1
814,Crushed,Natural,20,350,0.5,185,30.8
815,Crushed,Natural,20,350,0.54,290,28.4
816,Crushed,Natural,20,350,0.53,185,32.8
817,Crushed,Natural,20,350,0.54,190,34.6
818,Crushed,Natural,20,350,0.5,180,33.1
819,Crushed,Natural,20,365,0.53,195,25.1
820,Crushed,Natural,20,350,0.54,190,25.8
821,Crushed,Natural,20,350,0.53,185,32.4
822,Crushed,Natural,20,350,0.56,195,27.6
823,Crushed,Natural,20,375,0.51,190,24.9
824,Crushed,Natural,20,365,0.47,170,32.8
825,Crushed,Natural,20,365,0.53,195,30.2
826,Crushed,Natural,20,365,0.53,195,31.3
827,Crushed,Natural,20,350,0.54,190,25.8
828,Crushed,Natural,20,350,0.56,195,26.3
829,Crushed,Natural,20,365,0.53,210,26.5
830,Crushed,Natural,20,350,0.5,175,32.8
831,Natural,Natural,20,375,0.51,190,23.7
832,Crushed,Natural,20,350,0.6,210,28.3
833,Crushed,Natural,20,350,0.6,210,27.8
834,Crushed,Natural,20,370,0.55,205,33.5
835,Crushed,Natural,20,375,0.55,205,29.1
836,Crushed,Natural,20,350,0.54,190,24.8
837,Natural,Natural,20,360,0.5,180,26.5
838,Natural,Natural,20,350,0.49,170,32.6
839,Natural,Natural,20,360,0.51,185,31.3
840,Natural,Natural,20,350,0.49,170,33.9
841,Natural,Natural,20,350,0.5,175,26.8
842,Natural,Natural,20,350,0.51,180,25.7
843,Natural,Natural,20,350,0.53,185,26.9
844,Natural,Natural,20,350,0.5,175,26.8
845,Natural,Natural,20,350,0.49,170,32.6
846,Natural,Natural,20,350,0.51,180,30.4
847,Natural,Natural,20,350,0.53,185,26.3
848,Natural,Natural,20,350,0.51,180,26.4
849,Natural,Natural,20,350,0.51,180,28.6
850,Natural,Natural,20,360,0.5,180,24.8
851,Natural,Natural,20,380,0.5,190,25
852,Natural,Natural,20,350,0.51,180,25.1
853,Natural,Natural,20,350,0.51,180,27.1
854,Natural,Natural,20,350,0.5,175,27.6
855,Natural,Natural,20,360,0.5,180,26.5
856,Natural,Natural,20,360,0.51,185,31.3
857,Crushed,Natural,20,350,0.54,190,30.9
858,Natural,Natural,20,330,0.48,160,30.8
859,Natural,Natural,20,330,0.48,160,30.8
860,Natural,Natural,20,350,0.47,165,33.1
861,Natural,Natural,20,350,0.47,165,33.1
862,Crushed,Natural,20,400,0.45,180,36.3
863,Crushed,Natural,20,400,0.45,180,36.3
864,Crushed,Natural,20,400,0.45,180,36.3
865,Natural,Natural,20,350,0.46,160,25.9
866,Natural,Natural,20,350,0.46,160,25.9
867,Natural,Natural,20,325,0.49,160,27.6
868,Crushed,Natural,20,350,0.54,190,31
869,Crushed,Natural,20,350,0.54,190,31
870,Crushed,Natural,20,350,0.54,190,33.3
871,Crushed,Natural,20,350,0.54,190,33.3
872,Crushed,Natural,20,350,0.54,190,31.6
873,Crushed,Natural,20,350,0.54,190,31.6
874,Crushed,Natural,20,340,0.56,190,31.8
875,Crushed,Natural,20,340,0.56,190,31.8
876,Natural,Natural,20,340,0.5,170,26.3
877,Natural,Natural,20,340,0.5,170,26.3
878,Natural,Natural,20,340,0.5,170,28.1
879,Natural,Natural,20,340,0.5,170,28.1
880,Natural,Natural,20,340,0.49,165,30.3
881,Crushed,Natural,20,335,0.52,185,34.1
882,Crushed,Natural,20,335,0.52,185,34.1
883,Natural,Natural,20,350,0.5,175,32.5
884,Natural,Natural,20,350,0.5,175,32.5
885,Natural,Natural,20,350,0.5,175,32.9
886,Natural,Natural,20,350,0.5,175,32.9
887,Crushed,Natural,20,380,0.5,190,29.1
888,Crushed,Natural,20,380,0.5,290,29.1
889,Crushed,Natural,20,380,0.5,190,29.1
890,Crushed,Natural,20,350,0.54,190,26.7
891,Crushed,Natural,20,350,0.4,190,30.5
892,Natural,Natural,20,310,0.51,160,27.3
893,Natural,Natural,20,310,0.51,160,27.3
894,Crushed,Natural,20,330,0.5,205,33.2
895,Crushed,Natural,20,330,0.5,165,33.2
896,Natural,Natural,20,340,0.49,165,30.3
897,Natural,Natural,20,325,0.51,165,27
898,Natural,Natural,20,325,0.51,165,27
899,Natural,Natural,20,340,0.49,165,25.4
900,Natural,Natural,20,400,0.41,165,30.2
901,Crushed,Natural,20,350,0.53,185,35.2
902,Crushed,Natural,20,340,0.53,180,36.5
903,Crushed,Natural,20,340,0.53,180,36.5
904,Natural,Natural,20,335,0.5,165,24.7
905,Natural,Natural,20,335,0.5,165,24.7
906,Natural,Natural,20,350,0.49,170,27.3
907,Crushed,Natural,20,350,0.51,180,28.6
908,Crushed,Natural,20,350,0.51,180,28.6
909,Natural,Natural,20,350,0.5,175,29.8
910,Natural,Natural,20,350,0.5,175,29.8
911,Crushed,Natural,20,350,0.47,165,33.9
912,Crushed,Natural,20,350,0.47,165,27.8
913,Crushed,Natural,20,350,0.47,165,27.8
914,Crushed,Natural,20,350,0.53,185,33.2
915,Natural,Natural,20,350,0.49,170,29.5
916,Natural,Natural,20,350,0.49,170,29.5
917,Natural,Natural,20,350,0.49,170,33.9
918,Crushed,Natural,20,350,0.48,185,33.2
919,Natural,Natural,20,350,0.48,165,27.8
920,Natural,Natural,20,350,0.48,165,27.8
921,Crushed,Natural,20,345,0.55,190,33.9
922,Crushed,Natural,20,345,0.55,190,33.9
923,Natural,Natural,20,350,0.5,175,27.6
924,Natural,Natural,20,360,0.51,185,31.8
925,Natural,Natural,20,350,0.49,170,27.7
926,Natural,Natural,20,350,0.49,170,27.7
927,Crushed,Natural,20,350,0.53,185,28.5
928,Natural,Natural,20,350,0.46,160,32.4
929,Crushed,Natural,20,350,0.53,185,28.5
930,Natural,Natural,20,350,0.46,160,32.4
931,Crushed,Natural,20,350,0.53,185,35.2
932,Natural,Natural,20,350,0.47,165,31.2
933,Crushed,Natural,20,400,0.45,180,33.9
934,Natural,Natural,20,350,0.47,165,31.2
935,Natural,Natural,20,335,0.51,171,27.7
936,Natural,Natural,20,350,0.49,170,32.2
937,Natural,Natural,20,340,0.5,170,32
938,Natural,Natural,20,340,0.5,170,32
939,Natural,Natural,20,320,0.52,165,32.7
940,Natural,Natural,20,320,0.52,165,0
941,Natural,Natural,20,320,0.52,165,32.6
942,Crushed,Natural,20,350,0.53,185,32.7
943,Crushed,Natural,20,350,0.5,180,33.1
944,Natural,Natural,20,335,0.51,171,27.7
945,Natural,Natural,20,335,0.52,175,21.5
946,Crushed,Natural,20,350,0.51,180,35.5
947,Crushed,Natural,20,350,0.51,180,35.5
948,Natural,Natural,20,325,0.51,165,31.4
949,Natural,Natural,20,350,0.51,165,31.4
950,Natural,Natural,20,335,0.52,175,21.3
951,Crushed,Natural,20,300,0.62,185,19
952,Crushed,Natural,20,350,0.54,190,23.1
953,Crushed,Natural,20,350,0.54,190,23.1
954,Crushed,Natural,20,350,0.53,185,28.9
955,Crushed,Natural,20,350,0.53,185,28.9
956,Crushed,Natural,20,350,0.51,180,31.8
957,Crushed,Natural,20,350,0.51,180,31.8
958,Crushed,Natural,20,350,0.53,185,33.5
959,Crushed,Natural,20,350,0.53,185,34.6
960,Crushed,Natural,20,350,0.55,185,23.5
961,Crushed,Natural,20,350,0.53,185,29.4
962,Crushed,Natural,20,350,0.55,185,23.5
963,Crushed,Natural,20,350,0.53,185,32.3
964,Natural,Natural,20,365,0.48,175,31.1
965,Crushed,Natural,20,350,0.52,180,36.9
966,Natural,Natural,20,365,0.48,175,31.1
967,Crushed,Natural,20,350,0.52,180,36.9
968,Natural,Natural,20,340,0.49,165,32.6
969,Natural,Natural,20,340,0.49,190,32.6
970,Crushed,Natural,20,365,0.47,170,39.8
971,Crushed,Natural,20,365,0.47,170,32.8
972,Crushed,Natural,20,365,0.47,170,39.2
974,Crushed,Natural,20,375,0.48,180,37.6
975,Crushed,Natural,40,375,0.48,180,25.1
976,Crushed,Natural,40,385,0.47,180,39.2
977,Crushed,Natural,20,365,0.51,185,30.7
978,Crushed,Natural,20,365,0.51,185,27
979,Crushed,Natural,20,375,0.51,190,35.9
980,Crushed,Natural,20,375,0.51,190,35.9
981,Crushed,Natural,20,375,0.51,190,35.9
982,Crushed,Natural,20,375,0.51,190,20.4
983,Crushed,Natural,20,375,0.51,190,45.9
984,Crushed,Natural,20,375,0.49,185,30.5
985,Crushed,Natural,20,375,0.49,185,26.8
986,Crushed,Natural,20,375,0.49,185,26.8
987,Crushed,Natural,20,375,0.51,190,24.6
988,Crushed,Natural,20,375,0.45,170,34.7
989,Crushed,Natural,20,350,0.46,160,34.1
990,Crushed,Natural,20,350,0.46,160,34.1
991,Crushed,Natural,20,375,0.48,180,34.2
992,Crushed,Natural,20,375,0.48,180,33.6
993,Crushed,Natural,20,375,0.48,180,23.4
994,Crushed,Natural,20,375,0.48,180,23.4
995,Crushed,Natural,40,375,0.48,180,34.2
996,Crushed,Natural,20,375,0.47,175,24.1
997,Crushed,Natural,20,375,0.48,165,29.4
998,Crushed,Natural,20,375,0.48,165,29.4
999,Crushed,Natural,40,375,0.48,165,23.3
1000,Crushed,Natural,40,375,0.48,165,23.3
1001,Crushed,Natural,40,375,0.47,175,40
1002,Crushed,Natural,40,375,0.47,175,40
1003,Crushed,Natural,0,375,0.48,180,30.1
1004,Crushed,Natural,0,375,0.48,180,30.1
1005,Crushed,Natural,40,365,0.47,170,23.3
1006,Crushed,Natural,40,365,0.47,170,23.3
1007,Crushed,Natural,20,365,0.44,160,33
1008,Crushed,Natural,20,375,0.45,170,36.1
1009,Crushed,Natural,20,375,0.51,190,24.2
1010,Crushed,Natural,20,375,0.51,190,21.4
1011,Crushed,Natural,20,375,0.51,190,24.2
1012,Crushed,Natural,20,375,0.45,170,36.1
1013,Crushed,Natural,40,375,0.48,180,27.7
1014,Crushed,Natural,40,375,0.48,180,27.7
1015,Crushed,Natural,20,375,0.47,175,24.5
1016,Crushed,Natural,20,365,0.47,170,34.8
